loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
8.652359619140626,252.2543487548828,2.4064171122994655e-07,0.010050251256281407,25,,,,,,,,,
8.312722778320312,206.32354736328125,5.748663101604279e-07,0.020100502512562814,50,,,,,,,,,
8.384209594726563,213.69387817382812,9.090909090909091e-07,0.03015075376884422,75,,,,,,,,,
7.1160736083984375,159.29010009765625,1.2433155080213905e-06,0.04020100502512563,100,,,,,,,,,
6.100737915039063,249.1988067626953,1.5775401069518716e-06,0.05025125628140704,125,,,,,,,,,
3.871046142578125,187.03955078125,1.9117647058823528e-06,0.06030150753768844,150,,,,,,,,,
2.2976341247558594,104.74385833740234,2.2459893048128343e-06,0.07035175879396985,175,,,,,,,,,
2.0902610778808595,179.56617736816406,2.5802139037433155e-06,0.08040201005025126,200,,,,,,,,,
2.520745849609375,190.37527465820312,2.914438502673797e-06,0.09045226130653267,225,,,,,,,,,
2.1883543395996092,120.50959014892578,3.2486631016042786e-06,0.10050251256281408,250,,,,,,,,,
2.2320594787597656,70.47610473632812,3.5828877005347597e-06,0.11055276381909548,275,,,,,,,,,
2.197596130371094,190.05889892578125,3.917112299465241e-06,0.12060301507537688,300,,,,,,,,,
1.982686767578125,186.52392578125,4.251336898395722e-06,0.1306532663316583,325,,,,,,,,,
2.2782667541503905,206.3646697998047,4.585561497326204e-06,0.1407035175879397,350,,,,,,,,,
1.579813232421875,87.73575592041016,4.919786096256685e-06,0.1507537688442211,375,,,,,,,,,
2.16525146484375,69.81778717041016,4.986600846262342e-06,0.16080402010050251,400,,,,,,,,,
1.8709182739257812,159.2638397216797,4.968970380818054e-06,0.1708542713567839,425,,,,,,,,,
1.879186553955078,182.31259155273438,4.951339915373766e-06,0.18090452261306533,450,,,,,,,,,
1.4077090454101562,76.01473999023438,4.933709449929479e-06,0.19095477386934673,475,,,,,,,,,
1.3212416076660156,118.04954528808594,4.916078984485191e-06,0.20100502512562815,500,,,,,,,,,
1.6010562133789064,81.97187042236328,4.898448519040903e-06,0.21105527638190955,525,,,,,,,,,
1.6100093078613282,146.806640625,4.880818053596615e-06,0.22110552763819097,550,,,,,,,,,
1.55905029296875,214.84385681152344,4.863187588152328e-06,0.23115577889447236,575,,,,,,,,,
1.3305381774902343,148.7686767578125,4.84555712270804e-06,0.24120603015075376,600,,,,,,,,,
1.4759915161132813,146.86093139648438,4.827926657263752e-06,0.25125628140703515,625,,,,,,,,,
1.426743927001953,264.79986572265625,4.810296191819464e-06,0.2613065326633166,650,,,,,,,,,
1.7573265075683593,100.6163558959961,4.7926657263751766e-06,0.271356783919598,675,,,,,,,,,
1.3742616271972656,154.33175659179688,4.775035260930889e-06,0.2814070351758794,700,,,,,,,,,
1.2124291229248048,217.32127380371094,4.757404795486602e-06,0.2914572864321608,725,,,,,,,,,
